pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,sy_dist
"HD 137496 b","HD 137496","Transit",2021,1.62116000000,1.31000000,4.04000000,155.31700000
"GJ 367 b","GJ 367","Transit",2021,0.32192250000,0.69900000,0.63300000,9.41263000
"TOI-2109 b","TOI-2109","Transit",2021,0.67247414000,15.09849700,1595.49860314,262.04100000
"TOI-1842 b","TOI-1842","Transit",2021,9.57391810000,12.34850230,89.40000000,223.46500000
"HATS-74 A b","HATS-74 A","Transit",2021,1.73185606000,11.56766808,464.02947422,299.38900000
"HATS-75 b","HATS-75","Transit",2021,2.78865560000,9.90873894,156.05374784,194.96400000
"HATS-76 b","HATS-76","Transit",2021,1.94164230000,12.09449018,835.57088200,385.68900000
"HATS-77 b","HATS-77","Transit",2021,3.08762620000,13.05846252,436.69623122,436.17600000
"Kepler-1708 b","Kepler-1708","Transit",2021,737.11310000000,9.96000000,1462.01067220,1666.69000000
"Kepler-1705 c","Kepler-1705","Transit",2021,11.28000000000,2.05000000,5.42000000,1633.49000000
"TOI-178 f","TOI-178","Transit",2021,15.23335000000,2.41700000,5.63000000,62.69900000
"TOI-178 g","TOI-178","Transit",2021,20.71663000000,2.93900000,4.40000000,62.69900000
"HD 183579 b","HD 183579","Transit",2021,17.47129100000,3.49000000,20.40000000,57.26510000
"NGTS-14 A b","NGTS-14 A","Transit",2021,3.53571730000,4.97679600,29.24036000,322.14800000
"K2-138 g","K2-138","Transit",2021,41.96797000000,3.01300000,4.32000000,202.58500000
"TOI-628 b","TOI-628","Transit",2021,3.40956750000,11.88154000,2011.86390000,178.68000000
"TOI-640 b","TOI-640","Transit",2021,5.00377700000,19.27944680,181.16219199,341.99700000
"TOI-1333 b","TOI-1333","Transit",2021,4.72021900000,15.64776400,753.25710000,200.49200000
"TOI-1478 b","TOI-1478","Transit",2021,10.18021170000,11.99360935,279.68899816,152.89200000
"TOI-1601 b","TOI-1601","Transit",2021,5.33175000000,14.19902343,387.00000000,336.60800000
"GJ 486 b","GJ 486","Radial Velocity",2021,1.46712127000,1.28900000,2.77000000,8.07426000
"GJ 414 A b","GJ 414 A","Radial Velocity",2021,50.80000000000,2.63000000,7.60000000,11.88930000
"GJ 414 A c","GJ 414 A","Radial Velocity",2021,749.83000000000,8.40000000,53.83000000,11.88930000
"TOI-201 b","TOI-201","Transit",2021,52.97860000000,11.40000000,164.00000000,113.82500000
"TOI-519 b","TOI-519","Transit",2021,1.26523280000,11.54525012,147.15455244,115.55700000
"NGTS-15 b","NGTS-15","Transit",2021,3.27623000000,12.32987877,238.68913366,786.48500000
"NGTS-16 b","NGTS-16","Transit",2021,4.84532000000,14.57167491,211.99154747,898.16800000
"NGTS-17 b","NGTS-17","Transit",2021,3.24253000000,13.89913607,242.82090295,1040.28000000
"NGTS-18 b","NGTS-18","Transit",2021,3.05125000000,13.56286665,129.99181846,1096.19000000
"LHS 1478 b","LHS 1478","Transit",2021,1.94953780000,1.24200000,2.33000000,18.22760000
"TOI-257 b","TOI-257","Transit",2021,18.38818000000,7.16253867,43.86032017,76.90280000
"HD 5278 b","HD 5278","Transit",2021,14.33915600000,2.45000000,7.80000000,57.58460000
"TOI-269 b","TOI-269","Transit",2021,3.69771040000,2.77000000,8.80000000,57.02250000
"TOI-220 b","TOI-220","Transit",2021,10.69526400000,3.03000000,13.80000000,90.74020000
"TOI-1444 b","TOI-1444","Transit",2021,0.47027430000,1.41792246,3.58000000,125.46300000
"TOI-1231 b","TOI-1231","Transit",2021,24.24558600000,3.65000000,15.40000000,27.62270000
"HD 152843 b","HD 152843","Transit",2021,11.62071000000,3.05000000,9.82000000,107.89800000
"HD 152843 c","HD 152843","Transit",2021,19.50210400000,5.94000000,9.67000000,107.89800000
"WASP-110 b","WASP-110","Transit",2021,3.77840220000,13.19297028,154.78243421,274.96000000
"TOI-674 b","TOI-674","Transit",2021,1.97714300000,5.25000000,23.60000000,46.08510000
"TOI-1685 b","TOI-1685","Transit",2021,0.66913923000,1.42100000,3.07000000,37.61530000
"TOI-1260 b","TOI-1260","Transit",2021,3.12746300000,2.41000000,8.56000000,73.59770000
"TOI-1260 c","TOI-1260","Transit",2021,7.49313400000,2.76000000,13.20000000,73.59770000
"TOI-1634 b","TOI-1634","Transit",2021,0.98934551000,1.75900000,4.90000000,35.27360000
"Kepler-595 c","Kepler-595","Transit",2020,12.38602000000,1.00900000,3.30000000,643.00900000
"KOI-1783.01","KOI-1783","Transit",2020,134.46280000000,8.86000000,71.00000000,865.73000000
"KOI-1783.02","KOI-1783","Transit",2020,284.21500000000,5.44000000,15.00000000,865.73000000
"WASP-189 b","WASP-189","Transit",2020,2.72403300000,18.14733975,632.47852993,99.73100000
"HD 332231 b","HD 332231","Transit",2020,18.71202400000,9.07303305,74.10000000,80.66650000
"LTT 3780 b","LTT 3780","Transit",2020,0.76837931000,1.32500000,2.46000000,21.98140000
"LTT 3780 c","LTT 3780","Transit",2020,12.25228400000,2.39000000,8.04000000,21.98140000
"TOI-1235 b","TOI-1235","Transit",2020,3.44471400000,1.69000000,6.69000000,39.63450000
"TOI-1338 b","TOI-1338 A","Transit",2020,95.40010000000,7.66100000,11.30000000,399.01700000
"AU Mic b","AU Mic","Transit",2020,8.46344600000,4.79000000,8.99000000,9.72210000
"WASP-148 b","WASP-148","Transit",2020,8.80380900000,8.47398941,91.21675281,246.35300000
"TOI-1728 b","TOI-1728","Transit",2020,3.49151000000,5.05000000,26.78000000,60.79800000
"NGTS-11 b","NGTS-11","Transit",2020,35.45533000000,9.15775300,109.33352000,190.42200000
"TOI-849 b","TOI-849","Transit",2020,0.76554800000,3.64000000,41.80000000,225.73400000
"Wendelstein-1 b","Wendelstein-1","Transit",2020,2.66341600000,11.56096260,188.15536000,305.30000000
"Wendelstein-2 b","Wendelstein-2","Transit",2020,1.75222390000,12.99347280,232.33373000,565.54100000
"HD 191939 b","HD 191939","Transit",2020,8.88032560000,3.41000000,10.00000000,53.60890000
"HD 191939 c","HD 191939","Transit",2020,28.57974300000,3.19500000,8.00000000,53.60890000
"HD 191939 d","HD 191939","Transit",2020,38.35303700000,2.99500000,2.80000000,53.60890000
"TOI-1899 b","TOI-1899","Transit",2020,29.09031200000,11.09689089,212.94503269,128.43800000
"HIP 65 A b","HIP 65 A","Transit",2020,0.98097340000,22.75427000,1021.18779000,61.78560000
"TOI-157 b","TOI-157","Transit",2020,2.08454350000,14.41477400,375.03940000,355.68300000
"TOI-169 b","TOI-169","Transit",2020,2.25544770000,12.17297400,251.40353000,407.84000000
"HATS-37 A b","HATS-37 A","Transit",2020,4.33153660000,6.79265400,31.46517000,211.89600000
"HATS-38 b","HATS-38","Transit",2020,4.37502100000,6.88232600,23.51942000,343.52500000
"HD 86226 c","HD 86226","Transit",2020,3.98442000000,2.16000000,7.25000000,45.68300000
"WD 1856+534 b","WD 1856+534","Transit",2020,1.40794050000,10.40000000,4386.05400000,24.73590000
"LTT 9779 b","LTT 9779","Transit",2020,0.79205200000,4.72000000,29.32000000,80.43730000
"HD 63433 b","HD 63433","Transit",2020,7.10794750000,2.14000000,21.75500000,22.40350000
"HD 63433 c","HD 63433","Transit",2020,20.54382810000,2.69200000,15.53900000,22.40350000
"TOI-763 b","TOI-763","Transit",2020,5.60570000000,2.28000000,9.79000000,95.12740000
"TOI-763 c","TOI-763","Transit",2020,12.27370000000,2.63000000,9.32000000,95.12740000
"HATS-71 b","HATS-71","Transit",2020,3.79552020000,11.47801600,117.59710000,140.22500000
"TOI-824 b","TOI-824","Transit",2020,1.39297800000,2.92600000,18.46700000,63.92620000
"TOI-1266 b","TOI-1266","Transit",2020,10.89450000000,2.52000000,4.46000000,36.01180000
"TOI-1266 c","TOI-1266","Transit",2020,18.80270000000,1.98000000,3.17000000,36.01180000
"TOI-421 b","TOI-421","Transit",2020,5.19757600000,2.64000000,6.70000000,74.79690000
"TOI-421 c","TOI-421","Transit",2020,16.06754100000,5.09000000,14.10000000,74.79690000
"NGTS-12 b","NGTS-12","Transit",2020,7.53280600000,11.74703200,66.10864000,446.44200000
"GJ 3473 b","GJ 3473","Transit",2020,1.19800350000,1.26400000,1.86000000,27.36440000
"TOI-837 b","TOI-837","Transit",2020,8.32491130000,9.16894621,120.45696625,142.48800000
"TOI-954 b","TOI-954","Transit",2020,3.68497290000,9.55006800,55.30242000,238.76800000
"K2-329 b","K2-329","Transit",2020,12.45512250000,8.67576600,82.63580000,233.23700000
"TOI-481 b","TOI-481","Transit",2020,10.33111000000,11.09691000,486.27990000,179.36600000
"TOI-892 b","TOI-892","Transit",2020,10.62656000000,11.99363000,301.93850000,340.54300000
"TIC 237913194 b","TIC 237913194","Transit",2020,15.16886500000,12.52045300,617.22586000,306.06300000
"WASP-186 b","WASP-186","Transit",2020,5.02679900000,12.44199000,1341.24260000,278.51400000
"WASP-187 b","WASP-187","Transit",2020,5.14787800000,18.38276000,254.26400000,371.41400000
"LP 714-47 b","LP 714-47","Transit",2020,4.05203700000,4.70000000,30.80000000,52.61600000
"HAT-P-68 b","HAT-P-68","Transit",2020,2.29840551000,12.01604800,230.10892000,202.15200000
"TOI-776 b","TOI-776","Transit",2020,8.24662000000,1.79800000,5.00000000,27.17010000
"TOI-776 c","TOI-776","Transit",2020,15.66532300000,2.04700000,6.90000000,27.17010000
"TOI-561 b","TOI-561","Transit",2020,0.44656970000,1.39700000,2.02000000,85.79900000
"TOI-561 c","TOI-561","Transit",2020,10.77883800000,2.86500000,5.93000000,85.79900000
"TOI-561 d","TOI-561","Transit",2020,25.71268000000,2.61500000,13.33000000,85.79900000
"TOI-561 e","TOI-561","Transit",2020,77.14400000000,2.51700000,12.40000000,85.79900000
"TOI-564 b","TOI-564","Transit",2020,1.65114400000,11.43318000,464.98529000,199.58100000
"TOI-905 b","TOI-905","Transit",2020,3.73949400000,13.12573900,211.99261000,158.64900000
"TOI-451 b","TOI-451","Transit",2020,1.85870330000,1.84000000,4.70000000,123.73900000
"TOI-451 c","TOI-451","Transit",2020,9.19246300000,2.93000000,3.70000000,123.73900000
"TOI-451 d","TOI-451","Transit",2020,16.36496200000,3.93000000,10.20000000,123.73900000
"GJ 1252 b","GJ 1252","Transit",2020,0.51823310000,1.19300000,1.32000000,20.37300000
"EPIC 249893012 b","EPIC 249893012","Transit",2020,3.59510000000,1.95000000,8.75000000,321.29600000
"EPIC 249893012 c","EPIC 249893012","Transit",2020,15.62400000000,3.67000000,14.67000000,321.29600000
"EPIC 249893012 d","EPIC 249893012","Transit",2020,35.74700000000,3.94000000,10.18000000,321.29600000
"L 168-9 b","L 168-9","Transit",2020,1.40152604000,1.63000000,4.07000000,25.14960000
"TOI-125 d","TOI-125","Transit",2020,19.98000000000,2.93000000,13.60000000,111.05900000
"Kepler-1661 b","Kepler-1661","Transit",2020,175.06000000000,3.87000000,17.00000000,410.60700000
"TOI-132 b","TOI-132","Transit",2020,2.10970190000,3.42000000,22.40000000,163.67800000
"HATS-47 b","HATS-47","Transit",2020,3.92280380000,12.52045300,117.27927000,300.67000000
"HATS-48 A b","HATS-48 A","Transit",2020,3.13166660000,8.96720000,77.23269000,263.60900000
"HATS-49 b","HATS-49","Transit",2020,4.14804670000,8.57488500,112.19399000,324.41300000
"HATS-72 b","HATS-72","Transit",2020,7.32794740000,8.09738160,39.85588200,127.58900000
"MASCARA-4 b","MASCARA-4","Transit",2020,2.82409320000,16.98160576,532.36258173,170.69600000
"LHS 1815 b","LHS 1815","Transit",2020,3.81433400000,1.08800000,1.58000000,29.84240000
"TOI-1130 b","TOI-1130","Transit",2020,4.07455400000,3.66000000,19.80000000,58.26090000
"TOI-1130 c","TOI-1130","Transit",2020,8.35018980000,13.00000000,336.00000000,58.26090000
"CoRoT-30 b","CoRoT-30","Transit",2020,9.06005000000,11.30988100,921.70700000,1032.23000000
"CoRoT-31 b","CoRoT-31","Transit",2020,4.62941000000,16.36514000,266.97720000,2005.76000000
"TOI-677 b","TOI-677","Transit",2020,11.23659850000,13.11450742,392.20025424,141.81200000
"WASP-150 b","WASP-150","Transit",2020,5.64420700000,11.99363000,2688.84180000,527.99500000
"WASP-176 b","WASP-176","Transit",2020,3.89905200000,16.86954500,271.74465000,568.42000000
"HD 80653 b","HD 80653","Transit",2020,0.71957300000,1.61300000,5.72000000,109.86000000
"TOI-216.01","TOI-216","Transit",2019,34.52552800000,10.10000000,177.98390792,177.94500000
"NGTS-5 b","NGTS-5","Transit",2019,3.35698660000,12.73342400,72.78307000,306.77900000
"HD 15337 b","HD 15337","Transit",2019,4.75598040000,1.77000000,6.51900000,44.81550000
"HD 15337 c","HD 15337","Transit",2019,17.18054600000,2.52600000,6.79200000,44.81550000
"NGTS-4 b","NGTS-4","Transit",2019,1.33735080000,3.18000000,20.60000000,280.55500000
"K2-32 e","K2-32","Transit",2019,4.34934000000,1.21200000,2.10000000,157.68200000
"L 98-59 b","L 98-59","Transit",2019,2.25311400000,0.83700000,0.46000000,10.61940000
"L 98-59 c","L 98-59","Transit",2019,3.69067640000,1.32900000,2.00000000,10.61940000
"L 98-59 d","L 98-59","Transit",2019,7.45072900000,1.62700000,1.64000000,10.61940000
"HD 2685 b","HD 2685","Transit",2019,4.12688000000,16.14096000,371.86110000,196.85200000
"TOI-150.01","TOI-150","Transit",2019,5.85748700000,14.06729500,797.75330000,336.26700000
"KELT-23 A b","KELT-23 A","Transit",2019,2.25525100000,14.82950700,298.12454000,126.26100000
"G 9-40 b","G 9-40","Transit",2019,5.74599820000,1.90000000,4.00000000,27.92760000
"HD 136352 b","HD 136352","Radial Velocity",2019,11.57797000000,1.66400000,4.72000000,14.68200000
"HD 136352 c","HD 136352","Radial Velocity",2019,27.59221000000,2.91600000,11.24000000,14.68200000
"HD 136352 d","HD 136352","Radial Velocity",2019,107.24500000000,2.56200000,8.82000000,14.68200000
"KOI-1599.02","KOI-1599","Transit",2019,13.60880000000,1.90000000,9.00000000,1131.64000000
"KOI-1599.01","KOI-1599","Transit",2019,20.44150000000,1.90000000,4.60000000,1131.64000000
"V1298 Tau b","V1298 Tau","Transit",2019,24.14000600000,9.41000000,13.10000000,108.19900000
"WASP-166 b","WASP-166","Transit",2019,5.44354000000,7.06167000,32.10083000,114.17300000
"HR 858 b","HR 858","Transit",2019,3.58528700000,2.00400000,3.55000000,31.96400000
"HR 858 c","HR 858","Transit",2019,5.97386500000,1.97900000,3.80000000,31.96400000
"HR 858 d","HR 858","Transit",2019,11.23051100000,2.00100000,7.10000000,31.96400000
"TOI-270 b","TOI-270","Transit",2019,3.35992000000,1.28000000,1.48000000,22.47930000
"TOI-270 c","TOI-270","Transit",2019,5.66051000000,2.33000000,6.20000000,22.47930000
"TOI-270 d","TOI-270","Transit",2019,11.38194000000,2.00000000,4.20000000,22.47930000
"LTT 1445 A b","LTT 1445 A","Transit",2019,5.35876350000,1.34000000,2.73000000,6.86929000
"K2-146 c","K2-146","Transit",2019,4.00498000000,2.19000000,7.49000000,79.30020000
"HAT-P-69 b","HAT-P-69","Transit",2019,4.78694910000,18.78628400,1137.83140000,341.26300000
"HAT-P-70 b","HAT-P-70","Transit",2019,2.74432452000,20.96083000,2154.88740000,330.73900000
"HATS-54 b","HATS-54","Transit",2019,2.54417650000,11.37711541,239.32479047,748.58500000
"HATS-55 b","HATS-55","Transit",2019,4.20420010000,14.02245900,292.72143000,609.83800000
"HATS-56 b","HATS-56","Transit",2019,4.32479900000,18.92079200,191.33366000,564.40900000
"HATS-57 b","HATS-57","Transit",2019,2.35062100000,12.76705100,1000.21101000,279.48500000
"HATS-58 A b","HATS-58 A","Transit",2019,4.21808960000,12.27385500,327.36490000,403.59100000
"WASP-169 b","WASP-169","Transit",2019,5.61141180000,14.61653600,178.30263000,627.06600000
"WASP-171 b","WASP-171","Transit",2019,3.81862440000,10.98482000,344.52772000,757.84000000
"WASP-175 b","WASP-175","Transit",2019,3.06529070000,13.54047200,314.65170000,539.36000000
"WASP-182 b","WASP-182","Transit",2019,3.37698480000,9.52765000,47.03884000,327.60200000
"KELT-24 b","KELT-24","Transit",2019,5.55149296000,12.71098411,1458.83238813,96.51730000
"NGTS-6 b","NGTS-6","Transit",2019,0.88205900000,14.86313400,425.57437000,308.26200000
"WASP-180 A b","WASP-180 A","Transit",2019,3.40926400000,13.89916000,286.04700000,253.98500000
"WASP-178 b","WASP-178","Transit",2019,3.34482850000,20.28829000,527.59780000,427.67800000
"WASP-184 b","WASP-184","Transit",2019,5.18170000000,14.90797000,181.16310000,663.23100000
"WASP-185 b","WASP-185","Transit",2019,9.38755000000,14.01125000,311.47340000,279.35000000
"WASP-192 b","WASP-192","Transit",2019,2.87867650000,13.78707000,731.00900000,508.88500000
"V1298 Tau c","V1298 Tau","Transit",2019,8.24916400000,5.08000000,4.70000000,108.19900000
"V1298 Tau d","V1298 Tau","Transit",2019,12.40139400000,6.53000000,6.00000000,108.19900000
"V1298 Tau e","V1298 Tau","Transit",2019,48.67771400000,10.17000000,15.30000000,108.19900000
"LP 791-18 c","LP 791-18","Transit",2019,4.98991000000,2.48800000,7.16000000,26.49270000
"TOI-163 b","TOI-163","Transit",2019,4.23130600000,16.69020100,387.75260000,411.71900000
"TOI-125 b","TOI-125","Transit",2019,4.65382000000,2.72600000,9.50000000,111.05900000
"TOI-125 c","TOI-125","Transit",2019,9.15059000000,2.75900000,6.63000000,111.05900000
"NGTS-8 b","NGTS-8","Transit",2019,2.49970000000,12.21781000,295.58190000,428.97600000
"NGTS-9 b","NGTS-9","Transit",2019,4.43527000000,11.99363000,921.70700000,609.12800000
"HD 213885 b","HD 213885","Transit",2019,1.00803500000,1.74500000,8.83000000,48.08830000
"XO-7 b","XO-7","Transit",2019,2.86414240000,15.38995700,225.34147000,234.14900000
"K2-290 b","K2-290","Transit",2019,9.21165000000,3.06000000,10.90000000,272.90900000
"K2-290 c","K2-290","Transit",2019,48.36685000000,11.27625400,246.00042000,272.90900000
"K2-291 b","K2-291","Transit",2019,2.22517700000,1.58900000,6.49000000,90.05620000
"LHS 3844 b","LHS 3844","Transit",2019,0.46292970900,1.28600000,2.37000000,14.88460000
"HD 202772 A b","HD 202772 A","Transit",2019,3.30887750000,18.23701160,323.54931833,161.49800000
"K2-292 b","K2-292","Transit",2019,16.98410000000,2.63000000,24.50000000,114.29300000
"HATS-70 b","HATS-70","Transit",2019,1.88823780000,15.51325600,4100.00700000,1458.83000000
"GJ 143 b","GJ 143","Transit",2019,35.61253000000,2.61000000,22.70000000,16.32000000
"HD 23472 b","HD 23472","Transit",2019,17.66708700000,2.00000000,8.32000000,39.03410000
"HD 23472 c","HD 23472","Transit",2019,29.79749000000,1.87000000,3.41000000,39.03410000
"WASP-190 b","WASP-190","Transit",2019,5.36775300000,12.89035000,317.83000000,542.25100000
"Qatar-7 b","Qatar-7","Transit",2019,2.03204600000,19.05530000,597.52040000,705.98100000
"TOI-172 b","TOI-172","Transit",2019,9.47725000000,10.81668500,1722.63860000,342.83100000
"HD 221416 b","HD 221416","Transit",2019,14.27670000000,9.17000000,60.50000000,95.54830000
"WASP-177 b","WASP-177","Transit",2019,3.07172200000,17.71022000,161.45764000,176.81800000
"WASP-181 b","WASP-181","Transit",2019,4.51950640000,13.27145600,95.03117000,437.49500000
"WASP-183 b","WASP-183","Transit",2019,4.11177710000,16.47723000,159.55066000,325.37700000
"Kepler-47 d","Kepler-47","Transit",2019,187.36600000000,7.04000000,19.02000000,1025.02000000
"HD 21749 c","GJ 143","Transit",2019,7.78993000000,0.89200000,3.70000000,16.32000000
"Qatar-8 b","Qatar-8","Transit",2019,3.71495000000,14.40356500,117.91493000,281.49800000
"Qatar-9 b","Qatar-9","Transit",2019,1.54073100000,11.30988100,378.21770000,213.77100000
"Qatar-10 b","Qatar-10","Transit",2019,1.64532100000,17.29548700,233.92288000,559.06800000
"TOI-216.02","TOI-216","Transit",2019,17.16073000000,8.00000000,18.75187601,177.94500000
"K2-261 b","K2-261","Transit",2018,11.63346810000,9.26982704,68.96876432,213.28300000
"WASP-174 b","WASP-174","Transit",2018,4.23370050000,16.10730527,104.88337431,410.14900000
"Wolf 503 b","Wolf 503","Transit",2018,6.00127000000,2.04300000,6.26000000,44.52600000
"NGTS-2 b","NGTS-2","Transit",2018,4.51116400000,17.87835500,235.19420000,356.39100000
"EPIC 246851721 b","EPIC 246851721","Transit",2018,6.18023500000,11.78065900,953.49000000,372.63200000
"K2-266 b","K2-266","Transit",2018,0.65852400000,3.30000000,11.26782377,77.55860000
"K2-266 c","K2-266","Transit",2018,7.81400000000,0.70500000,0.29013072,77.55860000
"K2-266 d","K2-266","Transit",2018,14.69700000000,2.93000000,8.90000000,77.55860000
"K2-266 e","K2-266","Transit",2018,19.48200000000,2.73000000,14.30000000,77.55860000
"WASP-144 b","WASP-144","Transit",2018,2.27831520000,9.52765000,139.84520000,355.51300000
"WASP-145 A b","WASP-145 A","Transit",2018,1.76903810000,10.08810000,282.86870000,91.29900000
"WASP-158 b","WASP-158","Transit",2018,3.65633300000,11.99363000,886.74570000,524.99300000
"WASP-159 b","WASP-159","Transit",2018,3.84040100000,15.46842000,174.80650000,715.38300000
"WASP-162 b","WASP-162","Transit",2018,9.62468000000,11.20900000,1652.71600000,310.84100000
"K2-280 b","K2-280","Transit",2018,19.89526000000,7.50000000,37.10000000,391.53700000
"K2-222 b","K2-222","Transit",2018,15.38892740000,2.27500000,7.50000000,101.32100000
"K2-216 b","K2-216","Transit",2018,2.17480000000,1.75000000,8.00000000,115.46100000
"K2-295 b","K2-295","Transit",2018,4.02486700000,10.05447300,106.47305000,232.80100000
"K2-157 b","K2-157","Transit",2018,0.36525750000,0.93500000,1.14000000,298.37300000
"K2-263 b","K2-263","Transit",2018,50.81917200000,2.51300000,15.40000000,162.48100000
"K2-146 b","K2-146","Transit",2018,2.64460000000,2.05000000,5.77000000,79.30020000
"K2-199 b","K2-199","Transit",2018,3.22539930000,1.73000000,6.90000000,107.51800000
"K2-199 c","K2-199","Transit",2018,7.37448970000,2.85000000,12.40000000,107.51800000
"Kepler-1655 b","Kepler-1655","Transit",2018,11.87287870000,2.21300000,5.40000000,213.26000000
"Kepler-462 c","Kepler-462","Transit",2018,207.62000000000,4.00000000,6.00000000,596.62500000
"KOI-1831 d","Kepler-324","Transit",2018,34.16900000000,1.13000000,2.23000000,501.57400000
"Kepler-411 d","Kepler-411","Transit",2018,58.02035000000,3.31900000,15.20000000,153.67600000
"KOI-3680 b","KOI-3680","Transit",2018,141.24167100000,11.09691000,613.41190000,921.98600000
"K2-265 b","K2-265","Transit",2018,2.36902000000,1.70824866,7.34183620,138.67100000
"K2-180 b","K2-180","Transit",2018,8.86566300000,2.46597575,11.41003981,203.89600000
"K2-182 b","K2-182","Transit",2018,4.73696960000,2.71257333,20.97667486,154.83000000
"EPIC 248847494 b","EPIC 248847494","Transit",2018,3650.00000000000,12.44199000,4131.79000000,551.88600000
"WASP-168 b","WASP-168","Transit",2018,4.15365800000,16.81350000,133.48860000,303.94100000
"WASP-172 b","WASP-172","Transit",2018,5.47743300000,17.59813000,149.38010000,538.11000000
"WASP-173 A b","WASP-173 A","Transit",2018,1.38665318000,13.45080000,1172.79270000,232.98000000
"WASP-147 b","WASP-147","Transit",2018,4.60273000000,12.49803500,87.40325000,436.09800000
"WASP-160 B b","WASP-160 B","Transit",2018,3.76849520000,12.21781000,88.35674000,288.32600000
"WASP-164 b","WASP-164","Transit",2018,1.77712550000,12.64375200,676.97790000,327.50600000
"WASP-165 b","WASP-165","Transit",2018,3.46550900000,14.12334000,209.13214000,602.23600000
"HATS-59 b","HATS-59","Transit",2018,5.41608100000,12.62133400,256.17098000,642.88400000
"LHS 1140 c","LHS 1140","Transit",2018,3.77794000000,1.27200000,1.91000000,14.98610000
"WASP-161 b","WASP-161","Transit",2018,5.40604250000,12.81188700,791.39670000,343.08000000
"WASP-163 b","WASP-163","Transit",2018,1.60968840000,13.47321800,594.34210000,261.38600000
"WASP-170 b","WASP-170","Transit",2018,2.34478022000,12.28506400,508.52800000,305.60300000
"K2-285 b","K2-285","Transit",2018,3.47174500000,2.59000000,9.68000000,154.96100000
"K2-285 c","K2-285","Transit",2018,7.13804800000,3.53000000,15.68000000,154.96100000
"K2-285 d","K2-285","Transit",2018,10.45582000000,2.48000000,6.50000000,154.96100000
"K2-285 e","K2-285","Transit",2018,14.76289000000,1.95000000,10.70000000,154.96100000
"K2-287 b","K2-287","Transit",2018,14.89329100000,9.49402300,100.11645000,158.33500000
"HATS-60 b","HATS-60","Transit",2018,3.56082900000,12.92397700,210.40346000,486.47400000
"HATS-61 b","HATS-61","Transit",2018,7.81795300000,13.39475500,1080.62200000,679.76100000
"HATS-62 b","HATS-62","Transit",2018,3.27688370000,11.82549500,56.89157000,523.06700000
"HATS-63 b","HATS-63","Transit",2018,3.05665270000,13.52926300,305.11680000,623.23200000
"HATS-64 b","HATS-64","Transit",2018,4.90889700000,18.81991100,305.11680000,1080.15000000
"HATS-65 b","HATS-65","Transit",2018,3.10516100000,16.82470900,260.93843000,493.32000000
"HATS-66 b","HATS-66","Transit",2018,3.14143910000,15.81589900,1694.03390000,1477.98000000
"HATS-67 b","HATS-67","Transit",2018,1.60917880000,18.88716500,460.85350000,960.10900000
"HATS-68 b","HATS-68","Transit",2018,3.58622020000,13.80948800,410.00070000,603.95500000
"HATS-69 b","HATS-69","Transit",2018,2.22525770000,10.59250500,183.38791000,414.53700000
"HD 219666 b","HD 219666","Transit",2018,6.03446800000,4.89800000,17.60000000,94.17190000
"HD 1397 b","HD 1397","Transit",2018,11.53533000000,11.50043400,131.89945000,79.57020000
"CoRoT-32 b","CoRoT-32","Transit",2018,6.71837000000,6.38913000,47.67450000,576.68300000
"K2-141 b","K2-141","Transit",2018,0.28032440000,1.51000000,4.97000000,61.87360000
"K2-141 c","K2-141","Transit",2018,7.74850000000,7.00000000,8.00000000,61.87360000
"KELT-21 b","KELT-21","Transit",2018,3.61276470000,17.77747400,1242.71530000,470.87800000
"Kepler-1654 b","Kepler-1654","Transit",2018,1047.83560000000,9.18017100,158.91500000,568.11700000
"K2-232 b","K2-232","Transit",2018,11.16845400000,11.20900000,126.49634000,130.72000000
"HATS-39 b","HATS-39","Transit",2018,4.57763480000,17.59813000,200.23290000,878.52100000
"HATS-40 b","HATS-40","Transit",2018,3.26427360000,17.71022000,505.34970000,1342.29000000
"HATS-41 b","HATS-41","Transit",2018,4.19364900000,14.90797000,3082.95100000,737.66800000
"HATS-42 b","HATS-42","Transit",2018,2.29210200000,15.69260000,597.52040000,800.37700000
"KPS-1 b","KPS-1","Transit",2018,1.70629100000,11.54527000,346.43470000,262.70600000
"K2-233 b","K2-233","Transit",2018,2.46758300000,1.31500000,2.40000000,67.50620000
"K2-233 c","K2-233","Transit",2018,7.06024000000,1.27200000,4.60000000,67.50620000
"K2-233 d","K2-233","Transit",2018,24.36810000000,2.36300000,10.30000000,67.50620000
"HATS-43 b","HATS-43","Transit",2018,4.38884970000,13.22662000,82.95363000,362.27300000
"HATS-44 b","HATS-44","Transit",2018,2.74390040000,11.96000300,177.98480000,446.03500000
"HATS-45 b","HATS-45","Transit",2018,4.18762440000,14.41477400,222.48100000,772.11000000
"HATS-46 b","HATS-46","Transit",2018,4.74237290000,10.12172700,54.98459000,453.80800000
"NGTS-3 A b","NGTS-3 A","Transit",2018,1.67537280000,16.58932000,756.43540000,743.97200000
"HD 89345 b","HD 89345","Transit",2018,11.81430000000,7.39794000,34.96130000,132.34500000
"K2-237 b","K2-237","Transit",2018,2.18053332000,16.06246934,434.15360396,314.99500000
"K2-238 b","K2-238","Transit",2018,3.20466000000,14.57170000,273.33380000,537.96300000
"K2-260 b","K2-260","Transit",2018,2.62669762000,18.41635529,546.66486004,663.83400000
